question_id,subject,class,chapter,topic,provider,difficulty,question_type,question,option_A,option_B,option_C,option_D,proposed_answer,NCERT_source,validator_verdict,human_stem,human_option_A,human_option_B,human_option_C,human_option_D,human_answer,human_explanation,human_ncert_support,human_ambiguity,human_duplicate,human_difficulty,human_neet_suitability,human_overall,reviewer_notes,preaudit_answer_check,preaudit_answer_confidence,preaudit_calculation_check,preaudit_calculated_answer,preaudit_calculation_notes,preaudit_stem_issue,preaudit_stem_severity,preaudit_option_quality,preaudit_option_issue,preaudit_option_severity,preaudit_ncert_support,preaudit_ncert_issue,preaudit_scientific_issue,preaudit_scientific_severity,preaudit_assertion_reason_check,preaudit_question_type_check,preaudit_neet_suitability,preaudit_independent_difficulty,preaudit_duplicate_status,preaudit_duplicate_question_id,preaudit_duplicate_similarity,preaudit_priority,preaudit_verdict,preaudit_reason,preaudit_recommended_action,preaudit_version
p3-mcq-0806-6a54ee55,PHYSICS,12,1,chapter-1-page-37,gemini,HARD,numerical,"For a spherical model of a neutral atom of atomic number Z and radius R (having a positive point nucleus +Ze at its centre surrounded by a uniform negative charge density), the magnitude of the electric field at a distance r < R from the centre is given by the formula in EXAMPLE 1.12. If r = R/2, what is the magnitude of the electric field E(r)?",E = \frac{7}{32 \pi \varepsilon_0} \frac{Z e}{R^2},E = \frac{3}{32 \pi \varepsilon_0} \frac{Z e}{R^2},E = \frac{1}{8 \pi \varepsilon_0} \frac{Z e}{R^2},E = 0,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options; length_clue,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0809-3c0ec43f,PHYSICS,12,1,chapter-1-page-28,gemini,EASY,application,"A thin straight wire of length 2 metres carries a total charge of 8 microcoulombs ($
8 \times 10^{-6} \text{ C}$) distributed uniformly along its length. What is the linear charge density ($
\lambda$) of the wire?",$4 \times 10^{-6} \text{ C/m}$,$16 \times 10^{-6} \text{ C/m}$,$4 \times 10^{-6} \text{ C/m}^2$,$2 \times 10^{-6} \text{ C/m}$,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0815-8fd8395e,PHYSICS,11,1,chapter-1-page-10,gemini,HARD,conceptual,"Based on the principles of dimensional analysis outlined in the NCERT text summary, consider the following two statements regarding a physical equation:

Statement I: An equation that is dimensionally consistent is guaranteed to be an exact and physically correct equation.
Statement II: An equation that is dimensionally wrong or inconsistent must be incorrect.

Which of the following options correctly evaluates these statements?",Both Statement I and Statement II are correct.,"Statement I is correct, but Statement II is incorrect.","Statement I is incorrect, but Statement II is correct.",Both Statement I and Statement II are incorrect.,C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-1.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0817-c3341d53,PHYSICS,11,3,chapter-3-page-9,openai,MEDIUM,assertion_reasoning,Assertion (A): The position vector of a particle in a plane can be expressed in terms of its x and y coordinates. Reason (R): The displacement of the particle is defined as the difference between its position vectors at two different times.,"Both A and R are true, and R is the correct explanation of A.","Both A and R are true, but R is not the correct explanation of A.","A is true, but R is false.","A is false, but R is true.",A,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-3.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.75,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,Reason may not explain Assertion (displacement vs position vector),MAJOR,assertion_true=LIKELY;reason_true=LIKELY;reason_explains_assertion=FALSE;proposed_option_correct=QUESTIONABLE,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; scientific_content_concern,HUMAN_VERIFY,p2_3_pre_human_audit_v1
p3-mcq-0821-cb53c4a2,PHYSICS,11,5,chapter-5-page-21,gemini,HARD,match_relationship,"Match the physics problems described in List-I with their correct theoretical outcome/concept derived from the NCERT text in List-II:

List-I:
(P) Bob A of a pendulum released from 30° hits an identical stationary bob B elastically.
(Q) A trolley carrying a leaking sandbag moves on a frictionless track.
(R) Wind of density $\rho$ passes perpendicularly through a windmill of blade sweep area $A$ with velocity $v$ in time $t$.
(S) Pendulum bob released from a horizontal position with 5% energy dissipated against air resistance.

List-II:
(1) Speed at lowest point is determined using 95% of initial potential energy.
(2) Mass of air passing through in time $t$ is $\rho A v t$.
(3) Speed of the system remains unchanged as the mass leaks out.
(4) Bob A comes to rest and does not rise after collision.

Select the correct matching code:","P-4, Q-3, R-2, S-1","P-3, Q-4, R-1, S-2","P-4, Q-1, R-2, S-3","P-2, Q-3, R-4, S-1",A,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-5.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,WEAK_SUPPORT,low_term_overlap_with_cited_page,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0842-33d2fe38,PHYSICS,12,1,chapter-1-page-26,gemini,MEDIUM,match_relationship,"Match the physical quantities and locations related to an electric dipole given in Column-I with their corresponding directions of electric field given in Column-II based on the provided text:

Column-I:
(i) Resultant electric field at a point P on the dipole axis (towards +q side)
(ii) Direction of the dipole moment vector
(iii) Resultant electric field at a point Q on the equatorial plane (normal to axis)

Column-II:
(a) From -q to +q (along the dipole axis)
(b) Parallel to BA (opposite to the dipole moment vector)","(i) -> (a), (ii) -> (a), (iii) -> (b)","(i) -> (b), (ii) -> (a), (iii) -> (a)","(i) -> (a), (ii) -> (b), (iii) -> (b)","(i) -> (b), (ii) -> (b), (iii) -> (a)",A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0854-1f08bfa2,PHYSICS,11,2,chapter-2-page-11,gemini,MEDIUM,statement_based,"Consider the following statements based on the kinematics of motion in a straight line:

Statement I: If a particle's speed is decreasing, its acceleration must be in the direction opposite to that of its velocity, regardless of the choice of origin and axis.
Statement II: A negative sign of acceleration always implies that the particle's speed is decreasing.

Which of the following options correctly describes these statements?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,"Statement I is correct, but Statement II is incorrect.","Statement I is incorrect, but Statement II is correct.",C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-2.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0859-dacc49e2,PHYSICS,11,6,Systems of Particles and Rotational Motion,openai,EASY,assertion_reasoning,Assertion: The moment of a couple acting on a rigid body is dependent on the point about which the moments are taken. Reason: The moment of the couple equals the difference in position vectors multiplied by the force acting on them.,"Both assertion and reason are true, and the reason explains the assertion.","Both assertion and reason are true, but the reason does not explain the assertion.","Assertion is true, but the reason is false.","Assertion is false, but the reason is true.",D,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-6.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,assertion_true=UNVERIFIED;reason_true=UNVERIFIED;reason_explains_assertion=UNVERIFIED;proposed_option=D,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0860-9d0d3f11,PHYSICS,12,4,Magnetic Field of a Solenoid,gemini,HARD,factual,"When applying Ampere's circuital law to a rectangular Amperian loop $abcd$ to derive the magnetic field $B$ inside an ideal long solenoid, why do the transverse sections $bc$ and $ad$ make no contribution to the line integral of the magnetic field?",The magnetic field outside the solenoid is zero along these transverse sections.,The magnetic field component along these transverse sections is zero because the field inside is parallel to the solenoid's axis.,The enclosed current passing through these transverse sections is zero.,The total length of sections $bc$ and $ad$ is assumed to be infinitely small.,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-4.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0877-117f7f58,PHYSICS,11,14,Interference of Waves,openai,EASY,match_relationship,Match the following types of interference with their respective characteristics based on the principle of superposition.,Constructive Interference: Resultant wave has amplitude 2a and is in phase.,Destructive Interference: Resultant wave has zero displacement everywhere.,Constructive Interference: Resultant wave has zero amplitude.,Destructive Interference: Resultant wave has amplitude 2a.,A,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-14.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0883-febc143f,PHYSICS,12,4,chapter-4-page-10,openai,HARD,numerical,Calculate the magnetic field (B) at the center of a circular current loop of radius R carrying a current I. Use the formula provided in the NCERT excerpt.,0,μ₀ I / (2 R),μ₀ I / (4 R),2 μ₀ I / R,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-4.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,length_clue; trivial_distractor,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0896-a646000d,PHYSICS,12,1,chapter-1-page-44,gemini,HARD,statement_based,"Consider the following statements based on Exercise 1.23 regarding two large, thin, parallel metal plates carrying surface charge densities of opposite signs and equal magnitude on their inner faces:

Statement I: The electric field in the outer region of either the first plate or the second plate is zero.
Statement II: The electric field in the region between the two plates depends on the surface charge density on the inner faces.

Which of the following options is correct?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,Statement I is correct but Statement II is incorrect.,Statement I is incorrect but Statement II is correct.,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0911-07643da7,PHYSICS,11,3,chapter-3-page-10,gemini,HARD,numerical,The coordinates of a particle moving in the x-y plane as functions of time $t$ are given by $x(t) = 3t^2$ and $y(t) = 4t^2$. What is the magnitude of the velocity vector $\vec{v}$ of the particle at time $t = 1\text{ s}$?,5 unit,7 unit,10 unit,14 unit,C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-3.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,CORRECT,0.85,PASS,C,|v| at t=1: sqrt(6^2+8^2)=10,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,HARD,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0917-8cb0f5a3,PHYSICS,11,9,chapter-9-page-16,gemini,EASY,statement_based,"Consider the following statements regarding the angle of contact (θ) between a liquid and a solid surface based on the given excerpt:

Statement I: The angle of contact is defined as the angle between the tangent to the liquid surface at the point of contact and the solid surface inside the liquid.
Statement II: If the interfacial tension S_sl > S_la, the angle of contact is an acute angle.

Which of the following options is correct?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,"Statement I is correct, but Statement II is incorrect.","Statement I is incorrect, but Statement II is correct.",C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-9.pdf,MAJOR_REVISION,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0920-167bd999,PHYSICS,12,5,Magnetic Properties of Materials,gemini,HARD,conceptual,"Based on the classification of magnetic materials provided in Table 5.2, which of the following set of conditions correctly defines a diamagnetic material?","–1 ≤ χ < 0,  0 ≤ µr < 1,  and  µ < µ0","0 < χ < ε,  1 < µr < 1+ε,  and  µ > µ0","χ >> 1,  µr >> 1,  and  µ >> µ0","–1 ≤ χ < 0,  µr > 1,  and  µ < µ0",A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-5.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0935-671fa3f6,PHYSICS,11,6,Centre of gravity,gemini,MEDIUM,application,An irregular cardboard is balanced horizontally on the narrow tip of a pencil at point G. Which of the following statements correctly explains why the cardboard remains in mechanical equilibrium at this position?,"The reaction force from the pencil tip is greater than Mg, balancing both rotational and translational motion.","The total gravitational torque about G is zero, and the upward reaction force from the tip equals Mg.","The cardboard is in translational equilibrium only, because the individual gravitational forces m_i*g act in opposite directions.","The acceleration due to gravity g varies across the cardboard, making the centre of gravity different from the centre of mass.",B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-6.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0938-aa010e1b,PHYSICS,11,3,chapter-3-page-2,gemini,MEDIUM,statement_based,"Consider the following two statements regarding vectors and scalars based on the provided text:

Statement I: A physical quantity having both magnitude and direction is defined as a vector if it obeys the triangle law or parallelogram law of addition.
Statement II: The magnitude of the displacement vector between two points is always strictly less than the path length undertaken by the object between those two points.

Which of the following options is correct?",Both Statement I and Statement II are correct.,Both Statement I and Statement II are incorrect.,"Statement I is correct, but Statement II is incorrect.","Statement I is incorrect, but Statement II is correct.",C,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-3.pdf,REJECT,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0940-2d90c03e,PHYSICS,12,1,Electric Charges and Fields,openai,EASY,match_relationship,Match the following aspects of Gauss's law with their descriptions:,Gaussian surface must not pass through discrete charges,Electric field due to discrete charges is always well defined,Gauss's law is not useful for symmetrical charge distributions,Gaussian surface can freely pass through continuous charge distributions,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,SUPPORTED_INFERENCE,,,NONE,,TYPE_CORRECT,SUITABLE,EASY,UNIQUE,,0.0,LOW,PREAUDIT_REVIEW,no_obvious_defect_in_automated_screening,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
p3-mcq-0953-cfa9ff46,PHYSICS,12,1,chapter-1-page-14,gemini,MEDIUM,numerical,"A point charge $q = 2 \times 10^{-6}\text{ C}$ is placed at a position vector $\mathbf{r}$ where the electric field due to a charge $Q$ is $\mathbf{E}(\mathbf{r}) = 3 \times 10^{3}\text{ N/C}\ \hat{\mathbf{r}}$. According to the relation $\mathbf{F}(\mathbf{r}) = q \mathbf{E}(\mathbf{r})$, what is the magnitude of the electrostatic force experienced by the charge $q$?",$1.5 \times 10^{-3}\text{ N}$,$6.0 \times 10^{-3}\text{ N}$,$6.0 \times 10^{3}\text{ N}$,$1.5 \times 10^{9}\text{ N}$,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-1.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,near_duplicate_options; near_duplicate_options; near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0967-689e638d,PHYSICS,12,2,Electrostatic Potential and Capacitance,openai,MEDIUM,numerical,"A parallel-plate capacitor has a separation of plates d. If a slab of dielectric constant K and thickness (3/4)d is inserted between the plates, how does the capacitance change based on the potential difference equation derived in Example 2.8?",The capacitance increases by a factor of (K + 3)/4K.,The capacitance decreases by a factor of (K + 3)/4K.,The capacitance remains unchanged.,The capacitance doubles.,A,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-2.pdf,INCONCLUSIVE,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.25,INCONCLUSIVE,,No deterministic calculator matched this numerical pattern,,NONE,WEAK,near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue; question_type_mismatch; neet_suitability_concern,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0974-ccbc6b1a,PHYSICS,11,14,chapter-14-page-8,gemini,HARD,numerical,"A string has a total mass of $5.0 \times 10^{-3}\text{ kg}$ and a length of $0.72\text{ m}$. If the tension in the string is increased to $240\text{ N}$, what will be the speed of transverse waves on this string? (Round off to the nearest integer)",93 m s⁻¹,186 m s⁻¹,372 m s⁻¹,46.5 m s⁻¹,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-14.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,INCONCLUSIVE,0.2,INCONCLUSIVE,,calc_error:math domain error,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,HARD,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,answer_not_fully_verified_automatically,HUMAN_VERIFY,p2_3_pre_human_audit_v1
p3-mcq-0986-3b1b1620,PHYSICS,12,4,Torque on a Current Loop in a Uniform Magnetic Field,gemini,MEDIUM,factual,A rectangular loop of length 'a' and breadth 'b' carrying a current 'I' is placed in a uniform magnetic field 'B' such that the normal to the coil makes an angle 'θ' with the magnetic field. What are the magnitudes of the magnetic forces acting on the arms AB and CD of length 'b'?,F1 = F2 = I a B sin θ,F1 = F2 = I b B,F1 = F2 = I b B sin θ,F1 = F2 = I a B,B,Physics/Class 12-Physics/ncert-book-class-12-physics-part-1-chapter-4.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,WEAK,near_duplicate_options; near_duplicate_options,MAJOR,DIRECT,,,NONE,,TYPE_CORRECT,SUITABLE,MEDIUM,UNIQUE,,0.0,HIGH,PREAUDIT_REVIEW,distractor_quality_issue,HUMAN_REVIEW_OPTIONS,p2_3_pre_human_audit_v1
p3-mcq-0998-e727eac2,PHYSICS,11,2,chapter-2-page-4,gemini,EASY,application,"An object starts moving at time $t = 0$ with an initial velocity of $5\text{ m/s}$ and experiences a constant acceleration of $2\text{ m/s}^2$. Using the constant acceleration relation $v = v_0 + at$, what is the velocity of the object at $t = 4\text{ s}$?",8 m/s,13 m/s,10 m/s,20 m/s,B,Physics/Class 11-Physics/ncert-books-class-11-physics-chapter-2.pdf,READY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,NOT_CHECKED,0.0,NOT_APPLICABLE,,,,NONE,GOOD,,NONE,DIRECT,,,NONE,,TYPE_MISMATCH,QUESTIONABLE,EASY,UNIQUE,,0.0,MEDIUM,PREAUDIT_REVIEW,question_type_mismatch; neet_suitability_concern,LIKELY_ACCEPT,p2_3_pre_human_audit_v1
